"customer","I_Superscalping","C_Superscalping","R_Superscalping","F_Superscalping","M_Superscalping","I_Scalping","C_Scalping","R_Scalping","F_Scalping","M_Scalping","I_Daytrade","C_Daytrade","R_Daytrade","F_Daytrade","M_Daytrade","I_Swing","C_Swing","R_Swing","F_Swing","M_Swing","I_Position","C_Position","R_Position","F_Position","M_Position","I_US_Open","C_US_Open","R_US_Open","F_US_Open","I_US_Close","C_US_Close","R_US_Close","F_US_Close","M_US_Close","I_Asia_Open","C_Asia_Open","R_Asia_Open","F_Asia_Open","I_Asia_Close","C_Asia_Close","R_Asia_Close","F_Asia_Close","M_Asia_Close","I_Europe_Open","C_Europe_Open","R_Europe_Open","F_Europe_Open","I_Europe_Close","C_Europe_Close","R_Europe_Close","F_Europe_Close","M_Europe_Close","I_majorcurrency","C_majorcurrency","R_majorcurrency","F_majorcurrency","M_majorcurrency","I_minorcurrency","C_minorcurrency","R_minorcurrency","F_minorcurrency","M_minorcurrency","C_trade","R_trade","F_trade","M_trade"
"B1290",1,22,1,"11.786","-2.257",1,4,14,"0.321","-5.408",1,17,1,"5.179","-62.278",1,14,0,"2.500","82.023",1,14,1,"6.000","-628.348",1,5,2,"0.357",1,5,2,"0.214","13.606",1,21,1,"12.643",1,20,1,"15.750","-490.363",1,21,1,"12.786",1,21,1,"9.821","-139.513",1,21,1,"6.036","-198.634",1,22,1,"19.750","-417.636",23,1,"25.786","-616.270"
"B1292",1,15,1,"2.929","13.400",1,3,1,"0.107","-0.256",1,12,1,"0.964","3.047",1,7,0,"0.393","10.177",1,11,1,"2.071","-92.890",1,1,15,"0.036",1,2,2,"0.107","6.133",1,15,1,"2.643",1,15,1,"3.393","-47.008",1,11,1,"3.786",1,13,1,"2.964","-25.647",1,16,0,"2.071","28.362",1,15,1,"4.393","-94.884",18,1,"6.464","-66.522"
"B1296",1,16,1,"1.250","11.469",1,7,1,"0.357","0.236",1,10,1,"0.679","2.458",1,4,2,"0.143","2.188",1,6,1,"0.536","-81.997",1,2,8,"0.107",1,1,8,"0.071","7.652",1,17,1,"1.214",1,14,1,"1.393","-83.834",1,16,1,"1.643",1,17,1,"1.500","10.534",1,13,0,"1.357","-5.218",1,15,1,"1.607","-60.429",19,1,"2.964","-65.647"
"B1297",1,19,2,"1.857","5.874",0,0,27,"0","0",1,6,0,"0.393","8.455",1,5,0,"0.286","11.807",1,12,1,"1.464","40.271",1,3,1,"0.107",1,3,1,"0.107","28.632",1,20,1,"3.286",1,21,0,"3.429","51.623",1,11,2,"0.607",1,7,2,"0.464","-13.848",1,7,1,"0.321","21.505",1,21,0,"3.679","44.902",22,1,"4.000","66.407"
"B1298",1,17,1,"1.464","-0.002",1,3,7,"0.107","0.120",1,10,1,"0.607","-4.409",1,9,2,"0.357","-8.154",1,10,1,"1.107","19.441",1,3,3,"0.107",1,3,2,"0.179","-0.048",1,15,2,"1.714",1,16,1,"1.893","-7.168",1,15,1,"1.821",1,17,1,"1.571","14.213",1,16,1,"1.500","5.208",1,18,1,"2.143","1.789",19,1,"3.643","6.996"
"B1299",1,4,2,"0.143","0.008",0,0,27,"0","0",1,2,0,"0.107","-3.845",0,0,27,"0","0",1,5,0,"0.714","-5.520",1,3,11,"0.107",1,2,11,"0.143","3.702",1,10,1,"0.536",1,3,0,"0.714","-11.583",1,9,1,"0.321",1,2,2,"0.107","-1.476",1,2,0,"0.107","8.403",1,5,0,"0.857","-17.760",6,0,"0.964","-9.357"
"B13",1,5,1,"0.321","-13.366",1,1,19,"0.036","-0.108",1,3,14,"0.214","-4.816",1,3,5,"0.107","3.745",1,4,1,"0.357","41.114",1,4,7,"0.214",1,3,7,"0.107","-14.197",1,6,1,"0.536",1,6,1,"0.643","39.697",1,7,8,"0.286",1,6,1,"0.286","1.069",1,5,1,"0.286","19.815",1,10,1,"0.750","6.754",12,1,"1.036","26.569"
"B1301",1,11,1,"1.000","-26.049",1,1,7,"0.036","1.894",1,4,1,"0.464","-32.689",1,1,0,"0.107","-0.982",1,4,1,"0.929","-30.966",1,4,1,"0.179",1,4,1,"0.250","-3.056",1,12,1,"1.821",1,8,1,"1.929","-74.181",1,11,1,"0.536",1,6,1,"0.357","-11.556",1,5,0,"0.429","-1.631",1,12,1,"2.107","-87.161",14,1,"2.536","-88.792"
"B1303",1,19,1,"2.429","4.849",1,2,2,"0.071","0.872",1,18,1,"1.607","-60.103",1,10,0,"0.500","-6.497",1,11,1,"1.321","8.781",1,4,2,"0.143",1,5,2,"0.214","-0.420",1,20,1,"5.464",1,20,1,"5.464","-70.401",1,7,1,"0.321",1,5,1,"0.250","18.723",1,13,1,"1.286","-7.573",1,21,1,"4.643","-44.526",21,1,"5.929","-52.098"
"B1305",1,14,5,"1.357","-0.562",1,6,5,"0.286","-4.358",1,4,7,"0.250","-4.423",1,3,8,"0.143","7.509",1,9,0,"1.500","4.010",1,1,19,"0.036",0,0,27,"0","0",1,16,5,"2.571",1,15,0,"2.893","2.472",1,10,5,"0.929",1,7,5,"0.643","-0.296",1,5,0,"0.571","16.718",1,15,0,"2.964","-14.542",15,0,"3.536","2.176"
"B1307",1,6,7,"0.357","1.777",0,0,27,"0","0",1,2,0,"0.143","-2.685",0,0,27,"0","0",1,5,1,"0.643","6.115",1,1,11,"0.036",1,1,7,"0.071","4.371",1,11,2,"0.893",1,7,1,"0.964","-2.358",1,6,7,"0.214",1,3,8,"0.107","3.194",1,4,1,"0.250","14.241",1,9,0,"0.893","-9.034",10,1,"1.143","5.207"
"B1312",1,12,1,"0.571","-8.505",1,2,3,"0.071","-29.523",1,1,0,"0.036","-4.287",1,1,3,"0.036","-35.586",1,4,0,"0.857","-69.856",1,6,1,"0.214",1,2,1,"0.071","-8.578",1,12,2,"1.071",1,10,0,"1.429","-139.182",1,7,5,"0.286",1,2,14,"0.071","0.005",1,1,0,"0.143","9.518",1,14,1,"1.429","-157.274",14,1,"1.571","-147.756"
"B1319",1,11,5,"1.750","-8.768",1,2,12,"0.179","13.031",1,13,0,"1.286","-1.941",1,8,0,"0.393","24.270",1,11,0,"1.786","-24.424",1,3,7,"0.107",1,1,14,"0.071","-2.264",1,15,3,"4.821",1,16,0,"4.893","-27.192",1,9,2,"0.464",1,6,2,"0.429","31.624",1,11,0,"0.786","-7.997",1,16,0,"4.607","10.166",17,0,"5.393","2.169"
"B132",1,12,1,"0.536","12.868",0,0,27,"0","0",1,8,1,"0.464","2.891",1,3,0,"0.107","-6.886",1,5,1,"1.250","15.488",1,3,5,"0.107",1,2,5,"0.143","-9.149",1,19,1,"1.643",1,9,1,"1.786","29.322",1,10,1,"0.607",1,7,1,"0.429","4.188",1,2,1,"0.143","18.580",1,13,1,"2.214","5.781",13,1,"2.357","24.361"
"B1321",1,20,1,"4.393","-61.471",1,5,2,"0.250","-32.847",1,17,1,"2.929","-205.261",1,9,3,"0.607","82.056",1,7,1,"1.071","-286.553",1,2,8,"0.071",1,4,2,"0.214","180.964",1,19,1,"2.821",1,18,1,"3.393","167.584",1,19,1,"6.357",1,18,1,"5.643","-852.622",1,2,0,"0.214","-8.172",1,21,1,"9.036","-495.903",21,1,"9.250","-504.075"
"B1325",1,21,1,"6.464","-2.024",1,11,1,"0.714","-6.197",1,22,1,"4.786","-101.854",1,13,1,"1.286","7.266",1,6,1,"0.786","-5.516",1,19,1,"3.643",1,18,1,"3.000","-43.883",1,19,1,"3.679",1,20,1,"4.250","-20.278",1,21,1,"6.714",1,21,1,"6.786","-44.164",1,1,0,"0.179","1.817",1,22,1,"13.857","-110.142",22,1,"14.036","-108.325"
"B1327",1,21,1,"19.893","0.733",1,19,1,"2.786","-18.084",1,25,1,"15.786","-170.193",1,11,2,"2.929","29.620",1,7,1,"0.714","65.342",1,23,1,"9.786",1,22,1,"9.821","-40.033",1,21,1,"13.786",1,23,1,"14.714","18.013",1,21,1,"18.536",1,21,1,"17.571","-70.563",1,23,1,"9.000","63.193",1,24,1,"33.107","-155.776",25,1,"42.107","-92.583"
"B1334",1,17,1,"1.393","1.177",1,9,6,"0.429","-98.435",1,11,1,"0.964","-113.816",1,8,0,"0.429","-69.399",1,7,1,"0.750","-36.861",1,3,6,"0.107",1,1,17,"0.071","-14.140",1,14,1,"1.571",1,13,0,"1.821","-26.989",1,17,1,"2.286",1,14,1,"2.071","-276.205",1,4,0,"0.179","1.577",1,17,1,"3.786","-318.911",18,1,"3.964","-317.334"
"B1336",1,13,1,"2.750","32.757",1,2,14,"0.107","0.297",1,10,1,"1.357","-86.898",1,5,0,"0.357","0.089",1,8,0,"1.536","38.783",1,2,3,"0.107",1,2,3,"0.071","5.442",1,15,1,"3.179",1,14,1,"3.714","33.867",1,12,2,"2.821",1,11,1,"2.321","-54.280",1,11,0,"2.286","-17.856",1,14,1,"3.821","2.885",15,1,"6.107","-14.971"
"B134",1,15,1,"1.107","0.060",0,0,27,"0","0",1,8,1,"0.571","-5.140",1,3,2,"0.107","-2.455",1,9,1,"0.857","-7.135",0,0,27,"0",0,0,27,"0","0",1,17,1,"1.750",1,15,1,"1.750","-8.611",1,11,2,"0.893",1,8,1,"0.893","-6.059",1,2,0,"0.143","13.902",1,17,1,"2.500","-28.572",17,1,"2.643","-14.670"
"B1342",1,21,1,"7.607","1.861",1,5,1,"0.357","-1.403",1,20,1,"3.036","-35.882",1,14,1,"1.286","9.035",1,17,1,"3.786","-34.792",1,6,6,"0.286",1,8,1,"0.464","-8.343",1,20,1,"6.393",1,21,1,"7.857","-24.365",1,22,1,"9.393",1,22,1,"7.750","-28.473",1,21,1,"3.607","113.223",1,23,1,"12.464","-174.405",23,1,"16.071","-61.182"
"B1344",1,20,1,"10.500","-3.665",1,8,3,"0.464","-3.769",1,20,1,"5.607","54.979",1,16,1,"2.286","-4.535",1,14,1,"4.607","-109.869",1,5,14,"0.250",1,6,2,"0.286","8.794",1,20,1,"9.786",1,21,1,"13.250","8.183",1,19,1,"13.429",1,19,1,"9.929","-83.836",1,20,1,"15.000","-138.917",1,21,1,"8.464","72.057",21,1,"23.464","-66.860"
"B1346",1,12,2,"1.107","0.096",1,7,2,"0.500","-89.926",1,6,0,"0.357","-15.790",1,3,2,"0.107","-2.568",1,9,0,"1.071","81.713",1,4,8,"0.286",1,1,8,"0.179","-14.518",1,6,8,"0.679",1,5,0,"0.964","70.565",1,13,2,"2.179",1,11,2,"2.000","-82.523",1,5,0,"0.321","0.740",1,14,0,"2.821","-27.216",15,0,"3.143","-26.476"
"B1357",1,7,1,"0.821","3.747",1,1,14,"0.036","-0.080",1,5,0,"0.500","9.621",1,4,0,"0.214","5.644",1,6,0,"0.929","-4.335",1,3,3,"0.107",1,1,14,"0.071","-2.197",1,10,1,"0.929",1,8,1,"1.107","27.410",1,9,5,"1.464",1,6,2,"1.321","-10.616",1,6,1,"0.464","0.824",1,9,0,"2.036","13.773",11,1,"2.500","14.597"
"B136",1,22,1,"18.214","-463.690",1,10,1,"0.500","5.885",1,23,1,"10.429","-505.541",1,18,1,"3.750","-239.361",1,18,1,"4.929","-318.579",1,16,1,"1.286",1,13,1,"1.643","-213.549",1,22,1,"21.036",1,22,1,"21.214","-826.085",1,22,1,"15.500",1,22,1,"14.964","-481.652",1,23,1,"4.893","-61.743",1,23,1,"32.929","-1,459.543",23,1,"37.821","-1,521.286"
"B1360",1,14,2,"0.714","17.075",1,4,9,"0.179","-12.836",1,7,0,"0.393","-38.663",1,3,3,"0.107","-5.060",1,7,1,"0.643","21.280",1,3,12,"0.107",1,3,1,"0.107","-2.846",1,13,2,"1.536",1,13,0,"1.643","-34.707",1,8,3,"0.393",1,6,2,"0.286","19.348",1,13,0,"0.929","11.694",1,12,1,"1.107","-29.898",17,1,"2.036","-18.205"
"B1361",1,17,1,"133.786","42.071",1,16,1,"16.000","27.634",1,16,1,"79.964","-213.846",1,13,1,"10.964","174.881",1,10,1,"7.107","316.257",1,7,1,"3.393",1,13,1,"6.679","31.729",1,17,1,"117.500",1,17,1,"111.714","421.710",1,17,1,"126.929",1,17,1,"129.429","-106.442",1,17,1,"74.857","246.020",1,18,1,"172.964","100.977",18,1,"247.821","346.997"
"B1367",1,12,1,"0.607","-8.826",1,2,1,"0.071","0.241",1,8,1,"0.286","-39.374",1,1,1,"0.036","3.572",1,5,0,"0.571","-74.237",1,3,5,"0.107",0,0,27,"0","0",1,13,1,"1.107",1,15,1,"1.429","-114.029",1,9,3,"0.357",1,3,3,"0.143","-4.595",1,5,0,"0.321","-9.434",1,16,1,"1.250","-109.191",16,1,"1.571","-118.624"
"B1371",1,20,1,"7.821","-6.055",1,7,6,"0.357","-1.338",1,19,1,"4.250","-64.720",1,12,1,"1.786","1.560",1,11,1,"1.607","-30.036",1,5,5,"0.214",1,8,1,"0.357","-0.207",1,18,1,"5.536",1,19,1,"5.964","-65.998",1,19,1,"10.071",1,18,1,"9.500","-34.383",1,19,1,"4.893","1.453",1,21,1,"10.929","-102.041",21,1,"15.821","-100.588"
"B1372",1,16,2,"2.643","29.281",1,4,2,"0.250","-0.296",1,7,0,"0.464","8.703",1,6,0,"0.643","5.234",1,10,1,"1.500","-133.811",1,3,13,"0.107",1,2,6,"0.071","-2.948",1,15,3,"3.429",1,16,1,"4.036","-101.734",1,14,2,"1.964",1,11,2,"1.393","13.793",1,15,0,"2.500","-1.422",1,16,1,"3.000","-89.467",18,1,"5.500","-90.889"
"B1380",1,4,1,"0.214","16.280",0,0,27,"0","0",1,2,0,"0.071","-2.866",1,2,3,"0.071","-4.667",1,4,1,"0.750","15.638",0,0,27,"0",1,1,6,"0.071","4.167",1,12,1,"0.821",1,6,1,"1.000","14.972",1,7,7,"0.286",1,1,3,"0.036","5.246",1,4,1,"0.429","35.833",1,4,0,"0.679","-11.448",6,1,"1.107","24.385"
"B1383",1,7,1,"0.250","8.972",0,0,27,"0","0",1,1,0,"0.107","3.992",1,2,1,"0.107","4.380",1,4,1,"0.714","-10.961",1,3,1,"0.107",0,0,27,"0","0",1,12,1,"0.643",1,5,1,"1.000","-15.486",1,10,2,"0.429",1,4,1,"0.179","21.869",1,8,1,"0.571","37.939",1,2,1,"0.607","-31.555",8,1,"1.179","6.383"
"B1386",1,21,1,"3.536","-8.188",1,5,2,"0.321","-1.999",1,18,1,"1.536","-36.058",1,12,0,"0.500","-21.918",1,16,1,"2.036","-9.360",1,3,8,"0.107",1,5,1,"0.179","2.080",1,19,1,"4.679",1,18,1,"5.286","-79.645",1,16,1,"3.143",1,16,1,"2.464","0.042",1,20,1,"1.893","-6.149",1,22,1,"6.036","-71.374",22,1,"7.929","-77.523"
"B1388",1,11,1,"0.714","11.396",1,4,1,"0.143","-42.257",1,8,1,"0.643","52.476",1,2,2,"0.107","4.502",1,7,1,"0.643","5.094",1,3,12,"0.107",1,3,1,"0.107","38.419",1,9,1,"1.000",1,9,1,"1.250","48.873",1,12,1,"1.143",1,11,1,"0.893","-56.082",1,4,1,"0.286","8.223",1,14,1,"1.964","22.987",15,1,"2.250","31.210"
"B1392",1,18,1,"5.071","8.117",1,10,1,"0.571","0.924",1,18,1,"3.929","-24.489",1,11,1,"1.321","58.119",1,8,1,"3.393","-4.609",1,18,1,"4.357",1,17,1,"3.393","21.427",1,18,1,"5.393",1,19,1,"7.607","-1.758",1,17,1,"4.536",1,18,1,"3.286","18.392",1,17,1,"2.786","59.733",1,19,1,"11.500","-21.671",19,1,"14.286","38.062"
"B1394",1,19,1,"2.000","18.343",1,2,6,"0.071","-0.777",1,15,1,"1.357","12.802",1,12,2,"0.571","-7.048",1,9,1,"0.714","35.600",1,7,1,"0.964",1,7,1,"0.964","-4.368",1,21,1,"2.036",1,20,1,"2.107","47.887",1,17,1,"1.714",1,17,1,"1.643","15.401",1,2,1,"0.071","12.924",1,22,1,"4.643","45.997",22,1,"4.714","58.921"
"B1397",1,13,2,"1.786","-1.840",1,1,24,"0.036","-7.718",1,11,0,"1.214","-45.775",1,4,7,"0.143","8.887",1,8,0,"1.393","-66.815",1,4,13,"0.143",1,2,13,"0.071","0.011",1,15,1,"3.179",1,13,0,"3.036","-104.013",1,11,2,"1.250",1,11,2,"1.464","-9.261",1,7,0,"0.714","-22.496",1,14,0,"3.857","-90.766",14,0,"4.571","-113.262"
"B140",1,20,1,"5.107","-4.107",1,6,2,"0.214","-0.185",1,20,1,"3.536","-10.050",1,11,1,"0.750","7.909",1,11,1,"1.643","-75.138",1,9,2,"1.571",1,8,1,"1.286","-28.797",1,18,1,"4.500",1,19,1,"5.143","-44.977",1,21,1,"5.179",1,20,1,"4.821","-7.797",1,21,1,"2.857","32.731",1,21,1,"8.393","-114.302",21,1,"11.250","-81.571"
"B1402",1,8,1,"0.393","3.857",1,2,9,"0.071","-0.333",1,2,1,"0.107","-1.037",1,1,8,"0.036","-0.932",1,6,1,"0.893","37.089",1,3,2,"0.107",0,0,27,"0","0",1,12,1,"0.929",1,9,1,"1.357","33.294",1,11,1,"0.464",1,2,1,"0.143","5.350",1,3,2,"0.143","4.380",1,8,1,"1.357","34.264",10,1,"1.500","38.644"
"B1403",1,21,1,"4.929","-45.798",1,1,20,"0.036","0.347",1,20,1,"2.107","-250.142",1,14,0,"0.893","-147.125",1,13,1,"2.179","-146.695",1,5,2,"0.286",1,6,1,"0.429","-16.760",1,20,2,"6.500",1,22,0,"6.607","-586.792",1,18,1,"3.357",1,18,1,"3.107","14.139",1,23,1,"6.036","31.606",1,22,1,"4.107","-621.018",23,1,"10.143","-589.412"
"B1405",1,8,3,"0.607","7.258",0,0,27,"0","0",1,2,0,"0.071","0.404",1,4,0,"0.143","-1.993",1,3,0,"0.464","-9.059",1,3,3,"0.107",1,2,3,"0.107","10.045",1,14,3,"0.750",1,7,0,"0.929","-11.437",1,8,2,"0.429",1,6,2,"0.250","-1.999",1,7,0,"0.429","-25.552",1,9,0,"0.857","22.161",12,0,"1.286","-3.391"
"B1406",1,13,1,"2.179","-37.814",1,4,15,"0.286","-1.615",1,7,1,"0.536","-8.369",1,3,9,"0.107","-4.330",1,12,1,"1.964","-42.308",1,2,14,"0.071",0,0,27,"0","0",1,15,1,"4.893",1,14,1,"4.786","-100.730",1,1,19,"0.107",1,5,1,"0.286","6.293",1,14,1,"1.607","-3.008",1,14,1,"3.464","-91.429",16,1,"5.071","-94.437"
"B1407",1,20,2,"3.607","11.768",1,9,9,"0.464","-3.102",1,21,1,"2.214","-26.294",1,7,0,"0.429","-1.551",1,11,1,"0.929","-23.273",1,14,2,"0.964",1,13,1,"1.000","-1.806",1,21,1,"3.571",1,22,1,"3.786","-28.915",1,21,1,"3.107",1,20,1,"2.857","-11.732",1,18,0,"2.071","-16.605",1,22,1,"5.571","-25.847",22,1,"7.643","-42.452"
"B1408",1,11,1,"0.714","13.782",0,0,27,"0","0",1,4,1,"0.250","-16.052",1,2,0,"0.071","-5.339",1,4,1,"0.607","-17.075",0,0,27,"0",1,1,1,"0.036","18.424",1,11,1,"1.250",1,10,1,"1.429","-49.100",1,9,2,"0.393",1,3,2,"0.179","5.993",1,5,1,"0.250","13.514",1,10,1,"1.393","-38.198",12,1,"1.643","-24.684"
"B1413",1,14,1,"1.393","1.616",0,0,27,"0","0",1,6,1,"0.393","-1.607",1,3,3,"0.107","4.141",1,7,0,"0.857","-8.009",1,1,12,"0.036",1,1,12,"0.036","6.130",1,17,1,"2.464",1,15,1,"2.607","-10.788",1,7,8,"0.250",1,2,8,"0.107","0.799",1,9,0,"0.750","24.113",1,16,1,"2.000","-27.971",16,1,"2.750","-3.859"
"B1415",1,22,1,"4.500","42.198",1,1,15,"0.036","0.300",1,19,1,"1.714","-190.733",1,10,0,"0.679","-38.443",1,18,1,"1.607","-78.156",0,0,27,"0",1,5,5,"0.214","13.200",1,22,1,"8.321",1,23,1,"8.000","-359.679",1,5,3,"0.214",1,7,1,"0.321","81.644",1,16,1,"1.107","-1.106",1,23,1,"7.429","-263.728",23,1,"8.536","-264.834"
"B142",1,22,1,"17.500","-8.246",1,8,5,"0.393","-12.287",1,21,1,"9.786","-634.412",1,17,1,"3.357","-62.202",1,13,1,"3.607","34.723",1,17,2,"3.286",1,17,1,"3.107","-48.260",1,21,1,"11.929",1,22,1,"12.536","-165.468",1,22,1,"19.429",1,22,1,"19.000","-468.695",1,23,1,"9.000","101.620",1,23,1,"25.643","-784.043",23,1,"34.643","-682.424"
"B1420",1,17,2,"3.036","-13.310",1,1,18,"0.036","-1.054",1,8,1,"0.536","33.479",1,10,0,"0.536","-8.757",1,14,1,"1.607","-55.172",1,4,2,"0.143",1,5,2,"0.214","1.153",1,18,3,"5.357",1,19,1,"5.286","-42.680",1,7,7,"0.250",1,7,1,"0.250","-3.288",1,13,0,"1.286","-28.725",1,19,1,"4.464","-16.090",19,1,"5.750","-44.814"
"B1428",1,6,3,"0.286","-133.125",0,0,27,"0","0",1,3,0,"0.107","-3.218",1,2,0,"0.071","6.984",1,1,0,"0.500","-47.990",1,3,8,"0.107",1,1,9,"0.071","6.575",1,9,2,"0.464",1,4,0,"0.786","-184.562",1,7,5,"0.393",1,2,5,"0.107","0.639",1,3,0,"0.321","-22.075",1,5,0,"0.643","-155.274",7,0,"0.964","-177.349"
"B1432",1,11,1,"1.750","-13.261",1,1,24,"0.036","-0.623",1,7,1,"0.607","1.780",1,4,1,"0.143","4.910",1,9,1,"1.393","30.473",1,3,3,"0.107",1,3,1,"0.107","0.724",1,14,1,"3.429",1,12,1,"3.536","13.163",1,9,2,"0.393",1,7,3,"0.286","9.392",1,8,1,"0.964","7.029",1,14,1,"2.964","16.251",14,1,"3.929","23.279"
"B1434",1,15,1,"0.964","-10.023",0,0,27,"0","0",1,5,1,"0.750","14.734",1,5,0,"0.250","9.407",1,8,1,"1.714","40.715",1,13,1,"0.893",1,7,1,"0.429","2.000",1,13,2,"1.250",1,12,1,"2.571","39.587",1,17,1,"1.536",1,8,1,"0.679","13.246",1,14,1,"2.143","40.930",1,6,1,"1.536","13.904",17,1,"3.679","54.833"
"B1436",1,6,3,"0.536","1.048",0,0,27,"0","0",1,2,0,"0.143","5.846",1,3,0,"0.107","5.660",1,4,1,"0.786","27.364",1,3,1,"0.107",1,1,8,"0.036","-7.316",1,11,3,"1.000",1,7,1,"1.393","31.237",1,10,3,"0.464",1,3,6,"0.143","15.997",1,3,1,"0.286","10.991",1,9,0,"1.286","28.928",10,1,"1.571","39.919"
"B144",1,17,1,"15.929","-4.050",1,7,2,"2.464","-51.481",1,18,1,"12.321","-465.799",1,8,1,"1.571","-32.133",1,11,1,"10.500","-411.299",1,4,1,"0.857",1,3,1,"0.179","-3.786",1,14,2,"9.679",1,16,1,"19.893","-734.677",1,19,1,"32.250",1,18,1,"22.714","-226.299",1,2,0,"0.179","-16.075",1,20,1,"42.607","-948.686",20,1,"42.786","-964.761"
"B1445",1,14,1,"1.643","2.362",1,3,1,"0.107","-0.620",1,9,1,"1.143","14.354",1,4,8,"0.214","-4.771",1,6,1,"1.107","-11.956",1,4,1,"0.143",1,5,1,"0.250","-0.104",1,14,1,"2.107",1,12,1,"2.679","-12.066",1,15,1,"1.964",1,12,1,"1.286","11.539",1,15,1,"2.071","5.260",1,11,1,"2.143","-5.891",15,1,"4.214","-0.631"
"B1447",1,21,1,"12.786","-95.182",1,14,1,"0.821","-31.526",1,21,1,"9.107","-518.995",1,15,1,"2.607","-255.017",1,13,1,"2.107","46.158",1,12,2,"0.500",1,9,1,"0.393","45.595",1,20,1,"13.750",1,20,1,"14.036","-468.937",1,20,1,"13.179",1,20,1,"13.000","-431.219",1,18,1,"3.214","-9.901",1,22,1,"24.214","-844.660",22,1,"27.429","-854.561"
"B145",1,17,1,"0.893","3.086",1,5,1,"0.179","-2.732",1,5,0,"0.250","-2.160",1,3,0,"0.107","8.266",1,11,0,"1.107","55.802",1,3,12,"0.107",1,3,6,"0.143","17.388",1,20,1,"2.214",1,18,1,"2.214","38.801",1,5,2,"0.214",1,3,2,"0.179","6.075",1,4,0,"0.321","28.515",1,19,1,"2.214","33.748",19,1,"2.536","62.264"
"B1455",1,18,1,"3.393","20.282",1,10,5,"0.536","3.009",1,18,0,"1.893","-7.169",1,10,1,"0.643","13.623",1,12,1,"1.214","17.876",1,14,2,"1.571",1,15,2,"1.571","5.124",1,18,1,"3.036",1,17,1,"3.464","46.882",1,19,1,"3.071",1,16,1,"2.643","-4.385",1,18,1,"3.536","47.079",1,19,1,"4.143","0.542",19,1,"7.679","47.621"
"B1456",1,6,1,"0.393","-0.134",1,1,14,"0.036","-0.829",1,3,0,"0.107","-0.853",1,1,0,"0.036","0.859",1,6,1,"0.786","30.275",1,6,3,"0.250",1,3,1,"0.107","21.043",1,11,1,"0.821",1,5,1,"1.000","10.770",1,8,1,"0.286",1,5,1,"0.250","-2.494",1,8,1,"0.429","24.743",1,7,1,"0.929","4.576",10,1,"1.357","29.319"
"B1457",1,20,1,"3.536","4.189",1,4,7,"0.214","-4.884",1,13,0,"1.643","-88.748",1,12,0,"0.643","13.376",1,11,1,"1.786","16.092",1,11,1,"1.536",1,11,1,"1.393","-16.724",1,17,1,"3.571",1,19,1,"4.286","-5.961",1,16,1,"2.714",1,16,1,"2.143","-37.289",1,20,1,"2.964","2.765",1,21,1,"4.857","-62.740",21,1,"7.821","-59.975"
"B1459",1,18,1,"15.571","-139.581",1,16,1,"1.821","-165.792",1,18,1,"10.464","-1,732.124",1,6,0,"1.464","-267.594",1,1,0,"0.536","-26.077",1,17,1,"4.607",1,17,1,"6.000","-885.862",1,19,1,"12.857",1,19,1,"12.964","-985.541",1,19,1,"12.393",1,17,1,"10.893","-459.765",1,19,1,"8.250","-67.697",1,19,1,"21.607","-2,263.471",19,1,"29.857","-2,331.168"
"B1461",1,19,1,"6.893","-6.272",1,1,18,"0.036","-0.087",1,17,1,"2.536","-14.657",1,12,0,"1.000","-22.842",1,15,1,"2.786","-141.280",1,4,1,"0.179",1,2,14,"0.143","2.743",1,20,1,"9.357",1,20,1,"9.429","-148.108",1,15,1,"3.714",1,15,1,"3.679","-39.773",1,20,1,"7.357","-88.596",1,20,1,"5.893","-96.541",20,1,"13.250","-185.137"
"B1465",1,9,3,"0.643","-5.503",1,5,7,"0.321","-1.030",1,4,0,"0.250","-8.624",1,2,13,"0.107","-3.736",1,8,1,"0.857","14.188",1,2,14,"0.071",0,0,27,"0","0",1,13,1,"1.500",1,11,1,"1.964","7.004",1,12,3,"0.607",1,4,7,"0.214","-11.709",1,8,1,"0.679","-15.943",1,10,0,"1.500","11.238",13,1,"2.179","-4.705"
"B1468",1,10,1,"0.536","0.053",0,0,27,"0","0",1,4,0,"0.214","17.044",1,2,0,"0.143","-51.097",1,8,0,"0.786","130.346",1,1,24,"0.036",0,0,27,"0","0",1,16,1,"1.464",1,13,1,"1.643","95.050",1,4,1,"0.179",1,1,6,"0.036","1.297",1,2,0,"0.179","21.933",1,13,1,"1.500","74.413",13,1,"1.679","96.347"
"B1474",1,14,1,"0.821","6.495",1,2,8,"0.071","-0.517",1,1,0,"0.107","11.599",1,3,0,"0.107","2.863",1,5,0,"0.821","-20.621",1,7,3,"0.393",1,4,3,"0.214","4.112",1,10,2,"0.464",1,4,0,"0.821","-38.500",1,14,1,"1.071",1,11,1,"0.893","34.206",1,7,0,"0.464","6.807",1,11,1,"1.464","-6.988",15,1,"1.929","-0.181"
"B1476",1,19,1,"3.321","-33.603",1,4,5,"0.143","-1.506",1,14,1,"1.321","19.816",1,8,1,"0.321","21.835",1,14,1,"2.214","-92.249",1,2,11,"0.107",1,2,2,"0.071","13.735",1,19,1,"7.000",1,20,1,"6.750","-82.872",1,6,5,"0.214",1,11,1,"0.500","-16.571",1,19,1,"1.786","-46.329",1,20,1,"5.536","-39.379",20,1,"7.321","-85.708"
